C# Code	Java Reference Code	Generated Java Code
"public virtual ListDominantLanguageDetectionJobsResponse ListDominantLanguageDetectionJobs(ListDominantLanguageDetectionJobsRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListDominantLanguageDetectionJobsRequestMarshaller.Instance;options.ResponseUnmarshaller = ListDominantLanguageDetectionJobsResponseUnmarshaller.Instance;return Invoke<ListDominantLanguageDetectionJobsResponse>(request, options);}
"	"public ListDominantLanguageDetectionJobsResult listDominantLanguageDetectionJobs(ListDominantLanguageDetectionJobsRequest request) {request = beforeClientExecution(request);return executeListDominantLanguageDetectionJobs(request);}
"	public ListDominantLanguageDetectionJobsResponse listDominantLanguageDetectionJobs(ListDominantLanguageDetectionJobsRequest request, com.amazonaws.handlers.AsyncHandler<ListDominantLanguageDetectionJobsRequest, ListDominantLanguageDetectionJobsResponse> asyncHandler){final ListDominantLanguageDetectionJobsRequest finalRequest = beforeClientExecution(request);return executorService.submit(new java.util.concurrent.Callable<ListDominantLanguageDetectionJobsResponse>(){public ListDominantLanguageDetectionJobsResponse call() throws Exception{return listDominantLanguageDetectionJobs(finalRequest);}public ListDominantLanguageDetectionJobsResponse call(java.util.concurrent.Executor executor){return executorService.submit(new java.util.concurrent.Callable<ListDominantLanguageDetectionJobsResponse>(){public ListDominantLanguageDetectionJobsResponse call() throws Exception{return listDominantLanguageDetectionJobs(finalRequest);}public ListDominantLanguageDetectionJobsResponse call(java.util.concurrent.Executor executor){return listDominantLanguageDetectionJobs(finalRequest, executor);}public ListDominantLanguageDetectionJobsResponse call(java.util.concurrent.Executor executor, com.amazonaws.handlers.AsyncHandler<ListDominantLanguageDetectionJobsRequest, ListDominantLanguageDetectionJobsResponse> asyncHandler){return listDominantLanguageDetectionJobs(finalRequest, executor, asyncHandler);}public ListDominantLanguageDetectionJobsResponse call(com.amazonaws.handlers.AsyncHandler<ListDominantLanguageDetectionJobsRequest, ListDominantLanguageDetectionJobsResponse> asyncHandler){return listDominantLanguageDetectionJobs(finalRequest, asyncHandler);}public ListDominantLanguageDetectionJobsResponse call(java.util.concurrent.Executor executor, com.amazonaws.handlers.AsyncHandler<ListDominantLanguageDetectionJobsRequest, ListDominantLanguageDetectionJobsResponse> asyncHandler){return listDominantLanguageDetectionJobs(finalRequest, executor, asyncHandler);}public ListDominantLanguageDetectionJobsResponse call(com.amazonaws.handlers.
"public override string ToString(){return ""slice start="" + Start + "" length="" + Length + "" readerIndex="" + ReaderIndex;}
"	"public String toString() {return ""slice start="" + start + "" length="" + length + "" readerIndex="" + readerIndex;}
"	public void writeBytes(byte[] src, int srcIndex, int length) {checkIndex(srcIndex, length);setBytes(writerIndex, src, srcIndex, length);writerIndex += length;}  C# code: public override void WriteTo(Stream output, int length, int offset, int
"public static int ParseHexInt4(byte digit){sbyte r = digits16[digit];if (r < 0){throw new IndexOutOfRangeException();}return r;}
"	"public static final int parseHexInt4(final byte digit) {final byte r = digits16[digit];if (r < 0)throw new ArrayIndexOutOfBoundsException();return r;}
"	public static int parseHexInt24(byte digit) {final int r = digits16[digit];if (r < 0) {throw new IndexOutOfRangeException();}return r;}  C# code: public static int ParseHexInt32(byte digit){sbyte r = digits16[digit];if (r < 0){throw
"public Attribute(string name, string value){_name = name;_value = value;}
"	"public Attribute(String name, String value) {setName(name);setValue(value);}
"	public Attribute(String name, String value) {this.name = name;this.value = value;}  C# code: public override void Write(BinaryWriter writer){writer.Write(m_maxLevels);writer.Write(m_levelW);writer.Write(m_levelH);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW
"public virtual DescribeStackSetOperationResponse DescribeStackSetOperation(DescribeStackSetOperationRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeStackSetOperationRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeStackSetOperationResponseUnmarshaller.Instance;return Invoke<DescribeStackSetOperationResponse>(request, options);}
"	"public DescribeStackSetOperationResult describeStackSetOperation(DescribeStackSetOperationRequest request) {request = beforeClientExecution(request);return executeDescribeStackSetOperation(request);}
"	public DescribeStackSetOperationResultResponse describeStackSetOperationResult(DescribeStackSetOperationResultRequest request) {final InvokeOptions options = new InvokeOptions();options.requestMarshaller = DescribeStackSetOperationResultRequestMarshaller.getInstance();options.responseUnmarshaller = DescribeStackSetOperationResultResponseUnmarshaller.getInstance();return invoke(request, options);}  C# code: public virtual DescribeStackSetResponse
"public ICell GetCell(short cellnum){int ushortCellNum = cellnum & 0x0000FFFF; return GetCell(ushortCellNum);}
"	"public HSSFCell getCell(int cellnum) {return getCell(cellnum, book.getMissingCellPolicy());}
"	"public Cell getCell(String cellnum) {if (cellnum == null){throw new IllegalArgumentException(""cellnum"");}if (cellnum.length()!= 12){throw new IllegalArgumentException(""cellnum must be 12 characters long"");}int cellnumInt = 0;for (int i = 0; i < 12; i++){char c = cellnum.charAt(i);if (c < '0' || c > '9'){throw new IllegalArgumentException(""cellnum must be a valid base 10 number"");}cellnumInt = cellnumInt * 10 + (c - '0');}return getCell(cellnumInt);}  C# code: public ICell GetCell(string cellnum, int level){if (cellnum == null){throw new ArgumentNullException(""cellnum"");}if (cellnum.Length!= 12){throw new ArgumentException(""cellnum must be 12 characters long"");}if (level <"
"public void Write(byte[] b){WriteContinueIfRequired(b.Length);_ulrOutput.Write(b);}
"	"public void write(byte[] b) {writeContinueIfRequired(b.length);_ulrOutput.write(b);}
"	public void write(BigDecimal value) throws IOException {writeContinueIfRequired(16);_ulrOutput.write(value);}  C# code: public void Write(double value){WriteContinueIfRequired(16);_
"public ResetImageAttributeRequest(string imageId, ResetImageAttributeName attribute){_imageId = imageId;_attribute = attribute;}
"	"public ResetImageAttributeRequest(String imageId, ResetImageAttributeName attribute) {setImageId(imageId);setAttribute(attribute.toString());}
"	"public void validate() {if (imageId == null) {throw new IllegalArgumentException(""ImageId is required"");}if (attribute == null) {throw new IllegalArgumentException(""Attribute is required"");}}  C# code: public override DescribeImagesResponse GetResponse(UnmarshallerContext unmarshallerContext){DescribeImagesResponse describeImagesResponse = new DescribeImagesResponse();describeImagesResponse.HttpResponse = unmarshallerContext.HttpResponse;describeImagesResponse.RequestId = unmarshallerContext.StringValue(""DescribeImages.RequestId"");describeImagesResponse.TotalCount = unmarshallerContext.IntegerValue(""DescribeImages.TotalCount"");describeImagesResponse.PageNumber = unmarshallerContext.IntegerValue(""DescribeImages.PageNumber"");describeImagesResponse.PageSize = unmarshallerContext.IntegerValue(""DescribeImages.PageSize"");List<DescribeImagesResponse.Image> images = new List<DescribeImagesResponse.Image>();for (int i = 0; i < unmarshallerContext.Length(""DescribeImages.Images.Length""); i++){DescribeImagesResponse.Image image = new DescribeImagesResponse.Image();image.ImageId = unmarshallerContext.StringValue(""DescribeImages.Images["" + i + ""].ImageId"");image.ImageName = unmarshallerContext.StringValue(""DescribeImages.Images["" + i + ""].ImageName"");image.ImageDescription = unmarshallerContext.StringValue(""DescribeImages.Images"
"public virtual void DiscardResultContents(){resultContents = null;}
"	"public void discardResultContents() {resultContents = null;}
"	public void dispose(boolean disposing, boolean disposingManagedResources, boolean disposingNativeResources) {if (disposed)return;if (disposing){if (disposingManagedResources){if (resultContents!= null)resultContents.dispose();result
"public virtual ObjectId GetPeeledObjectId(){return GetLeaf().GetPeeledObjectId();}
"	"public ObjectId getPeeledObjectId() {return getLeaf().getPeeledObjectId();}
"	public ObjectId getObjectId(String name, String path, String subpath, int index) {return getLeaf().getObjectId(name, path, subpath, index);}  C# code: public virtual ObjectId GetObjectId(string name, string path, string subpath,
"public virtual UndeprecateDomainResponse UndeprecateDomain(UndeprecateDomainRequest request){var options = new InvokeOptions();options.RequestMarshaller = UndeprecateDomainRequestMarshaller.Instance;options.ResponseUnmarshaller = UndeprecateDomainResponseUnmarshaller.Instance;return Invoke<UndeprecateDomainResponse>(request, options);}
"	"public void undeprecateDomain(UndeprecateDomainRequest request) {request = beforeClientExecution(request);executeUndeprecateDomain(request);}
"	public UpdateDeviceShadowResponse updateDeviceShadow(UpdateDeviceShadowRequest request, RuntimeOptions runtime, InvokeOptions invokeOptions){return hcClient.syncInvokeHttp(request, IotMeta.updateDeviceShadow, runtime, invokeOptions);}  C#
"public override void Write(ILittleEndianOutput out1){out1.WriteByte(sid + PtgClass);out1.WriteByte(field_3_string.Length); out1.WriteByte(_is16bitUnicode ? 0x01 : 0x00);if (_is16bitUnicode){StringUtil.PutUnicodeLE(field_3_string, out1);}else{StringUtil.PutCompressedUnicode(field_3_string, out1);}}
"	"public void write(LittleEndianOutput out) {out.writeByte(sid + getPtgClass());out.writeByte(field_3_string.length()); out.writeByte(_is16bitUnicode ? 0x01 : 0x00);if (_is16bitUnicode) {StringUtil.putUnicodeLE(field_3_string, out);} else {StringUtil.putCompressedUnicode(field_3_string, out);}}
"	public void deserialize(LittleEndianInput in1){field_3_string = StringUtil.getUnicodeLE(in1.readShort
"public virtual DeleteQueueResponse DeleteQueue(string queueUrl){var request = new DeleteQueueRequest();request.QueueUrl = queueUrl;return DeleteQueue(request);}
"	"public DeleteQueueResult deleteQueue(String queueUrl) {return deleteQueue(new DeleteQueueRequest().withQueueUrl(queueUrl));}
"	public
"public virtual void SetCheckEofAfterPackFooter(bool b){checkEofAfterPackFooter = b;}
"	"public void setCheckEofAfterPackFooter(boolean b) {checkEofAfterPackFooter = b;}
"	public void setCheckEofAfterPackFooter(boolean b) {checkEofAfterPackFooter = b;}  C# code: public virtual void SetCheckEofAfterPackFooter(bool b){checkEofAfterPack
"public virtual void Swap(){int sBegin = beginA;int sEnd = endA;beginA = beginB;endA = endB;beginB = sBegin;endB = sEnd;}
"	"public void swap() {final int sBegin = beginA;final int sEnd = endA;beginA = beginB;endA = endB;beginB = sBegin;endB = sEnd;}
"	public void swap(int i, int j, int k) {int temp = beginA[i];beginA[i] = beginA[j];beginA[j] = beginA[k];beginA[k] =
"public virtual int GetPackedGitWindowSize(){return packedGitWindowSize;}
"	"public int getPackedGitWindowSize() {return packedGitWindowSize;}
"	public int getPackedGitWindowSizeInPacksInObjectsInBytes() {return packedGitWindowSizeInPacks
"public virtual PutMetricDataResponse PutMetricData(PutMetricDataRequest request){var options = new InvokeOptions();options.RequestMarshaller = PutMetricDataRequestMarshaller.Instance;options.ResponseUnmarshaller = PutMetricDataResponseUnmarshaller.Instance;return Invoke<PutMetricDataResponse>(request, options);}
"	"public PutMetricDataResult putMetricData(PutMetricDataRequest request) {request = beforeClientExecution(request);return executePutMetricData(request);}
"	
"public virtual GetCelebrityRecognitionResponse GetCelebrityRecognition(GetCelebrityRecognitionRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetCelebrityRecognitionRequestMarshaller.Instance;options.ResponseUnmarshaller = GetCelebrityRecognitionResponseUnmarshaller.Instance;return Invoke<GetCelebrityRecognitionResponse>(request, options);}
"	"public GetCelebrityRecognitionResult getCelebrityRecognition(GetCelebrityRecognitionRequest request) {request = beforeClientExecution(request);return executeGetCelebrityRecognition(request);}
"	public GetCelebrityRecognitionResponse getCelebrityRecognition(GetCelebrityRecognitionRequest request)
"public CreateQueueRequest(string queueName){_queueName = queueName;}
"	"public CreateQueueRequest(String queueName) {setQueueName(queueName);}
"	
"public Area3DPxg(int externalWorkbookNumber, SheetIdentifier sheetName, AreaReference arearef): base(arearef){this.externalWorkbookNumber = externalWorkbookNumber;this.firstSheetName = sheetName.SheetId.Name;if (sheetName is SheetRangeIdentifier){this.lastSheetName = ((SheetRangeIdentifier)sheetName).LastSheetIdentifier.Name;}else{this.lastSheetName = null;}}
"	"public Area3DPxg(int externalWorkbookNumber, SheetIdentifier sheetName, AreaReference arearef) {super(arearef);this.externalWorkbookNumber = externalWorkbookNumber;this.firstSheetName = sheetName.getSheetIdentifier().getName();if (sheetName instanceof SheetRangeIdentifier) {this.lastSheetName = ((SheetRangeIdentifier)sheetName).getLastSheetIdentifier().getName();} else {this.lastSheetName = null;}}
"	public int hashCode() {return externalWorkbookNumber ^ firstSheetName.hashCode() ^ lastSheetName.hashCode() ^ AreaReference.hashCode();}  C# code: public override void Serialize(ILittleEndianOutput out1){out1.WriteByte(sid);out1.WriteByte(externalWorkbookNumber);out1.WriteShort(firstSheetName.Length);out1.Write(firstSheetName);if (lastSheetName!= null){out1.WriteShort(lastSheetName.Length);out1.Write(
"public virtual void SetBaseline(long clockTime){t0 = clockTime;timeout = t0 + ticksAllowed;}
"	"public void setBaseline(long clockTime) {t0 = clockTime;timeout = t0 + ticksAllowed;}
"	public void setMaxLevel(int maxLevel, double maxDistance, double maxLevelDistance, double maxLevelDistance2, double maxLevelDistance3)
"public virtual MoveAddressToVpcResponse MoveAddressToVpc(MoveAddressToVpcRequest request){var options = new InvokeOptions();options.RequestMarshaller = MoveAddressToVpcRequestMarshaller.Instance;options.ResponseUnmarshaller = MoveAddressToVpcResponseUnmarshaller.Instance;return Invoke<MoveAddressToVpcResponse>(request, options);}
"	"public MoveAddressToVpcResult moveAddressToVpc(MoveAddressToVpcRequest request) {request = beforeClientExecution(request);return executeMoveAddressToVpc(request);}
"	"public MoveAddressToVpcResponse moveAddressToVpc(MoveAddressToVpcRequest request){return hcClient.syncInvokeHttp(request, IoT.moveAddressToVpc);}  C# code: public virtual MoveAddressToVpcResponse MoveAddressToVpc(MoveAddressToVpcRequest request){var runtime = new Dictionary<string, string> { {""timeouted"", ""retry""}, {""readTimeout"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.ReadTimeout, _readTimeout)}, {""connectTimeout"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.ConnectTimeout, _connectTimeout)}, {""localAddr"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.LocalAddr, _localAddr)}, {""httpProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.HttpProxy, _httpProxy)}, {""httpsProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.HttpsProxy, _httpsProxy)}, {""noProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.NoProxy, _noProxy)}, {""socks5Proxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.Socks5Proxy, _socks5Proxy)}, {""socks5NetWork"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.Socks5NetWork, _socks5NetWork)}, {""maxIdleConns"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.MaxIdleConns, _maxIdleConns)}, {""retry"", new Dictionary<string, object> { {""retryable"", runtime.Autoretry}, {""maxAttempts"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.MaxAttempts, 3)}}} };var _lastRequest = null;var _lastException = null;var _now = System.DateTime.Now;var _retryTimes = 0;while (TeaCore.AllowRetry((IDictionary) runtime_[""retry""], _retryTimes, _now)){if (_retryTimes > 0){var backoffTime = TeaCore.GetBackoffTime((IDictionary)runtime_[""backoff""], _retryTimes);if (backoffTime > 0){TeaCore.Sleep(backoffTime);} }_retryTimes = _retryTimes + 1;try{_lastRequest = request.Clone();_lastException = null;var response = TeaCore.DoAction(request, runtime_);var"
